5/26/2022,Healthcare Provider,Health Care,-72.8,E,Checking
5/28/2022,SHAWS,Food,-107.59,E,Credit
5/28/2022,SUPER PETRO STONEHAM,Gas,-36.32,E,Credit
5/28/2022,Spotify USA,Music Accounts,-9.99,E,Credit
5/29/2022,WALGREENS,Miscellaneous,-16.66,E,Credit
5/29/2022,Unicorn Golf Course,Miscellaneous,-38,E,Credit
5/30/2022,STOP & SHOP,Food,-16.98,E,Credit
5/31/2022,Atm Withdrawal,Miscellaneous,-60,E,Checking
5/31/2022,GOVERNMENT CENTER,Parking,-27,E,Credit
6/2/2022,Geico,Car Insurance,-88.5,E,Checking
6/2/2022,SHAWS,Food,-40.24,E,Credit
6/3/2022,Gas,Gas,-44.5,E,Checking
6/3/2022,Liaison International,Work Income,977.52,I,Checking
6/4/2022,STOP & SHOP,Food,-71,E,Credit
6/5/2022,SHAWS,Food,-12.96,E,Credit
6/6/2022,LIBERTY BELL ROAST BEEF,Take-Out,-30.5,E,Credit
6/6/2022,STOP & SHOP,Food,-17,E,Credit
6/9/2022,Amazon.com,Miscellaneous,-250,E,Credit
6/10/2022,RICHDALE DAIRY,Food,-22.53,E,Credit
6/10/2022,PANDA CASTLE,Take-Out,-28.27,E,Credit
6/11/2022,PANDORA,Music Accounts,-9.99,E,Credit
6/12/2022,SHAWS,Food,-66.66,E,Credit
6/13/2022,Champlain College,School Tuition,-477,E,Checking
6/13/2022,Anytime Fitness,Gym,-39,E,Checking
6/16/2022,Dental Provider,Dental Care,-206,E,Credit
6/17/2022,Liaison International,Work Income,955.34,I,Checking
6/19/2022,SHAWS,Food,-95.21,E,Credit
6/20/2022,BOB MARKET,Food,-17.94,E,Credit
6/20/2022,STOP & SHOP,Food,-19,E,Credit
6/20/2022,BOB MARKET,Food,-19.93,E,Credit
6/20/2022,KEURIG GREEN MOUNTAIN,Food,-41.97,E,Credit
6/21/2022,CVS,Miscellaneous,-45.99,E,Checking
6/21/2022,TMOBILE,Cell Phone,-10.63,E,Credit
6/24/2022,RICHDALE DAIRY,Food,-26.52,E,Credit
6/25/2022,SHAWS,Food,-99.21,E,Credit
6/25/2022,BOB MARKET,Food,-8.96,E,Credit
6/27/2022,Atm Withdrawal,Miscellaneous,-60,E,Checking
6/28/2022,GOVERNMENT CENTER,Parking,-27,E,Credit
6/28/2022,Spotify USA,Music Accounts,-9.99,E,Credit
7/1/2022,Liaison International,Work Income,1003.13,I,Checking
7/1/2022,BOB MARKET,Food,-13.94,E,Credit
7/1/2022,STOP & SHOP,Food,-38,E,Credit
7/3/2022,GNC,Miscellaneous,-69.05,E,Credit
7/3/2022,STOP & SHOP,Food,-84.89,E,Credit
7/4/2022,BOB MARKET,Food,-12.94,E,Credit
7/5/2022,Geico,Car Insurance,-88.5,E,Checking
7/5/2022,RICHDALE DAIRY,Food,-10.27,E,Credit
7/5/2022,LIBERTY BELL ROAST BEEF,Take-Out,-29.8,E,Credit
7/5/2022,BOB MARKET,Food,-12.84,E,Credit
7/7/2022,BOB MARKET,Food,-14.44,E,Credit
7/9/2022,BOB MARKET,Food,-10.95,E,Credit
7/9/2022,SHAWS,Food,-17.28,E,Credit
7/10/2022,PETRONES PIZZA,Take-Out,-23.46,E,Credit
7/10/2022,STOP & SHOP,Food,-13.68,E,Credit
7/10/2022,Amazon.com,Miscellaneous,-250,E,Credit
7/11/2022,SHAWS,Food,-87.65,E,Credit
7/11/2022,PANDORA,Music Accounts,-9.99,E,Credit
7/12/2022,Champlain College,School Tuition,-477,E,Checking
7/12/2022,Anytime Fitness,Gym,-39,E,Checking
7/15/2022,Liaison International,Work Income,1017.35,I,Checking
7/15/2022,PANDA CASTLE,Take-Out,-41.72,E,Credit
7/16/2022,Dental Provider,Dental Care,-206,E,Credit
7/16/2022,STOP & SHOP,Food,-70.22,E,Credit
7/17/2022,BOB MARKET,Food,-10.95,E,Credit
7/17/2022,LIBERTY BELL ROAST BEEF,Take-Out,-29.8,E,Credit
7/19/2022,SHAWS,Food,-60.93,E,Credit
7/20/2022,Healthcare Provider,Health Care,-3.83,E,Credit
7/22/2022,STOP & SHOP,Food,-33.55,E,Credit
7/23/2022,RICHDALE DAIRY,Food,-10.47,E,Credit
7/23/2022,PANDA CASTLE,Take-Out,-48.01,E,Credit
7/24/2022,BOB MARKET,Food,-4,E,Credit
7/24/2022,LIBERTY BELL ROAST BEEF,Take-Out,-29.8,E,Credit
7/24/2022,WALGREENS,Miscellaneous,-39.44,E,Credit
7/25/2022,Champlain College,School Tuition,-35,E,Checking
7/26/2022,SHAWS,Food,-45.79,E,Credit
7/26/2022,WALGREENS,Miscellaneous,-11.76,E,Credit
7/26/2022,DUNKIN DONUTS,Miscellaneous,-3.84,E,Credit
7/28/2022,RICHDALE DAIRY,Food,-18.45,E,Credit
7/28/2022,Spotify USA,Music Accounts,-9.99,E,Credit
7/29/2022,Liaison International,Work Income,1044.15,I,Checking
7/29/2022,SHAWS,Food,-30.27,E,Credit
8/1/2022,Atm Withdrawal,Miscellaneous,-60,E,Checking
8/2/2022,Geico,Car Insurance,-88.5,E,Checking
8/2/2022,BOB MARKET,Food,-15.94,E,Credit
8/3/2022,RICHDALE DAIRY,Food,-20.75,E,Credit
8/4/2022,BOB MARKET,Food,-19.95,E,Credit
8/5/2022,RICHDALE DAIRY,Food,-21.75,E,Credit
8/6/2022,BOB MARKET,Food,-11.95,E,Credit
8/6/2022,STOP & SHOP,Food,-80.39,E,Credit
8/6/2022,GNC,Miscellaneous,-106.23,E,Credit
8/7/2022,RICHDALE DAIRY,Food,-25.02,E,Credit
8/7/2022,RICHDALE DAIRY,Food,-4.5,E,Credit
8/8/2022,BOB MARKET,Food,-4.29,E,Credit
8/11/2022,BOB MARKET,Food,-11.95,E,Credit
8/11/2022,PETRONES PIZZA,Take-Out,-28.46,E,Credit
8/11/2022,PANDORA,Music Accounts,-9.99,E,Credit
8/11/2022,Amazon.com,Miscellaneous,-250,E,Credit
8/12/2022,Champlain College,School Tuition,-492,E,Checking
8/12/2022,Anytime Fitness,Gym,-39,E,Checking
8/12/2022,Liaison International,Work Income,1044.15,I,Checking
8/12/2022,STOP & SHOP,Food,-117.83,E,Credit
8/13/2022,BOB MARKET,Food,-18.24,E,Credit
8/13/2022,Champlain College,School Tuition,-87.99,E,Credit
8/14/2022,RICHDALE DAIRY,Food,-25.24,E,Credit
8/14/2022,PANDA CASTLE,Take-Out,-36.78,E,Credit
8/15/2022,KEURIG GREEN MOUNTAIN,Food,-43.46,E,Credit
8/18/2022,RICHDALE DAIRY,Food,-26.04,E,Credit
8/18/2022,TMOBILE,Cell Phone,-10.63,E,Credit
